FileId,Week,Date,Page,Talk
1,157,3/21/04,0,0
1,158,3/28/04,0,0
1,159,4/4/04,0,0
1,160,4/11/04,0,0
1,161,4/18/04,0,0
1,162,4/25/04,0,0
1,163,5/2/04,0,0
1,164,5/9/04,0,0
1,165,5/16/04,0,0
1,166,5/23/04,0,0
1,167,5/30/04,0,0
1,168,6/6/04,0,0
1,169,6/13/04,0,0
1,170,6/20/04,0,0
1,171,6/27/04,0,0
1,172,7/4/04,0,0
1,173,7/11/04,0,0
1,174,7/18/04,0,0
1,175,7/25/04,0,0
1,176,8/1/04,0,0
1,177,8/8/04,0,0
1,178,8/15/04,0,0
1,179,8/22/04,0,0
1,180,8/29/04,0,0
1,181,9/5/04,0,0
1,182,9/12/04,0,0
1,183,9/19/04,0,0
1,184,9/26/04,0,0
1,185,10/3/04,0,0
1,186,10/10/04,0,0
1,187,10/17/04,0,0
1,188,10/24/04,0,0
1,189,10/31/04,0,0
1,190,11/7/04,0,0
1,191,11/14/04,0,0
1,192,11/21/04,0,0
1,193,11/28/04,0,0
1,194,12/5/04,0,0
1,195,12/12/04,0,0
1,196,12/19/04,0,0
1,197,12/26/04,0,0
1,198,1/2/05,0,0
1,199,1/9/05,0,0
1,200,1/16/05,0,0
1,201,1/23/05,0,0
1,202,1/30/05,0,0
1,203,2/6/05,0,0
1,204,2/13/05,0,0
1,205,2/20/05,0,0
1,206,2/27/05,0,0
1,207,3/6/05,0,0
1,208,3/13/05,0,0
1,209,3/20/05,0,0
1,210,3/27/05,0,0
1,211,4/3/05,0,0
1,212,4/10/05,0,0
1,213,4/17/05,0,0
1,214,4/24/05,0,0
1,215,5/1/05,0,0
1,216,5/8/05,0,0
1,217,5/15/05,0,0
1,218,5/22/05,0,0
1,219,5/29/05,0,0
1,220,6/5/05,0,0
1,221,6/12/05,0,0
1,222,6/19/05,0,0
1,223,6/26/05,0,0
1,224,7/3/05,0,0
1,225,7/10/05,0,0
1,226,7/17/05,0,0
1,227,7/24/05,0,0
1,228,7/31/05,0,0
1,229,8/7/05,0,0
1,230,8/14/05,0,0
1,231,8/21/05,0,0
1,232,8/28/05,0,0
1,233,9/4/05,0,0
1,234,9/11/05,0,0
1,235,9/18/05,0,0
1,236,9/25/05,0,0
1,237,10/2/05,0,0
1,238,10/9/05,0,0
1,239,10/16/05,0,0
1,240,10/23/05,0,0
1,241,10/30/05,0,0
1,242,11/6/05,0,0
1,243,11/13/05,0,0
1,244,11/20/05,0,0
1,245,11/27/05,0,0
1,246,12/4/05,0,0
1,247,12/11/05,0,0
1,248,12/18/05,0,0
1,249,12/25/05,0,0
1,250,1/1/06,0,0
1,251,1/8/06,0,0
1,252,1/15/06,0,0
1,253,1/22/06,0,0
1,254,1/29/06,0,0
1,255,2/5/06,0,0
1,256,2/12/06,0,0
1,257,2/19/06,0,0
1,258,2/26/06,0,0
1,259,3/5/06,0,0
1,260,3/12/06,0,0
1,261,3/19/06,0,0
1,262,3/26/06,0,0
1,263,4/2/06,0,0
1,264,4/9/06,0,0
1,265,4/16/06,0,0
1,266,4/23/06,0,0
1,267,4/30/06,0,0
1,268,5/7/06,0,0
1,269,5/14/06,0,0
1,270,5/21/06,0,0
1,271,5/28/06,0,0
1,272,6/4/06,0,0
1,273,6/11/06,0,0
1,274,6/18/06,0,0
1,275,6/25/06,0,0
1,276,7/2/06,0,0
1,277,7/9/06,0,0
1,278,7/16/06,0,0
1,279,7/23/06,0,0
1,280,7/30/06,0,0
1,281,8/6/06,0,0
1,282,8/13/06,0,0
1,283,8/20/06,0,0
1,284,8/27/06,0,0
1,285,9/3/06,0,0
1,286,9/10/06,0,0
1,287,9/17/06,0,0
1,288,9/24/06,0,0
1,289,10/1/06,0,0
1,290,10/8/06,0,0
1,291,10/15/06,0,0
1,292,10/22/06,0,0
1,293,10/29/06,0,0
1,294,11/5/06,0,0
1,295,11/12/06,0,0
1,296,11/19/06,0,0
1,297,11/26/06,0,0
1,298,12/3/06,0,0
1,299,12/10/06,0,0
1,300,12/17/06,0,0
1,301,12/24/06,0,0
1,302,12/31/06,0,0
1,303,1/7/07,0,0
1,304,1/14/07,0,0
1,305,1/21/07,0,0
1,306,1/28/07,0,0
1,307,2/4/07,0,0
1,308,2/11/07,0,0
1,309,2/18/07,0,0
1,310,2/25/07,0,0
1,311,3/4/07,0,0
1,312,3/11/07,0,0
1,313,3/18/07,0,0
1,314,3/25/07,0,0
1,315,4/1/07,0,0
1,316,4/8/07,0,0
1,317,4/15/07,0,0
1,318,4/22/07,0,0
1,319,4/29/07,0,0
1,320,5/6/07,0,0
1,321,5/13/07,0,0
1,322,5/20/07,0,0
1,323,5/27/07,0,0
1,324,6/3/07,0,0
1,325,6/10/07,0,0
1,326,6/17/07,0,0
1,327,6/24/07,0,0
1,328,7/1/07,0,0
1,329,7/8/07,0,0
1,330,7/15/07,0,0
1,331,7/22/07,0,0
1,332,7/29/07,0,0
1,333,8/5/07,0,0
1,334,8/12/07,0,0
1,335,8/19/07,0,0
1,336,8/26/07,0,0
1,337,9/2/07,0,0
1,338,9/9/07,0,0
1,339,9/16/07,0,0
1,340,9/23/07,0,0
1,341,9/30/07,0,0
1,342,10/7/07,0,0
1,343,10/14/07,0,0
1,344,10/21/07,0,0
1,345,10/28/07,0,0
1,346,11/4/07,0,0
1,347,11/11/07,0,0
1,348,11/18/07,0,0
1,349,11/25/07,0,0
1,350,12/2/07,0,0
1,351,12/9/07,0,0
1,352,12/16/07,0,0
1,353,12/23/07,0,0
1,354,12/30/07,0,0
1,355,1/6/08,0,0
1,356,1/13/08,0,0
1,357,1/20/08,0,0
1,358,1/27/08,0,0
1,359,2/3/08,0,0
1,360,2/10/08,0,0
1,361,2/17/08,0,0
1,362,2/24/08,0,0
1,363,3/2/08,0,0
1,364,3/9/08,0,0
1,365,3/16/08,0,0
1,366,3/23/08,0,0
1,367,3/30/08,0,0
1,368,4/6/08,0,0
1,369,4/13/08,0,0
1,370,4/20/08,0,0
1,371,4/27/08,0,0
1,372,5/4/08,0,0
1,373,5/11/08,0,0
1,374,5/18/08,0,0
1,375,5/25/08,0,0
1,376,6/1/08,0,0
1,377,6/8/08,0,0
1,378,6/15/08,0,0
1,379,6/22/08,0,0
1,380,6/29/08,0,0
1,381,7/6/08,0,0
1,382,7/13/08,0,0
1,383,7/20/08,0,0
1,384,7/27/08,0,0
1,385,8/3/08,0,0
1,386,8/10/08,0,0
1,387,8/17/08,0,0
1,388,8/24/08,0,0
1,389,8/31/08,0,0
1,390,9/7/08,0,0
1,391,9/14/08,0,0
1,392,9/21/08,0,0
1,393,9/28/08,0,0
1,394,10/5/08,0,0
1,395,10/12/08,0,0
1,396,10/19/08,0,0
1,397,10/26/08,0,0
1,398,11/2/08,0,0
1,399,11/9/08,0,0
1,400,11/16/08,0,0
1,401,11/23/08,0,0
1,402,11/30/08,0,0
1,403,12/7/08,0,0
1,404,12/14/08,0,0
1,405,12/21/08,0,0
1,406,12/28/08,0,0
1,407,1/4/09,0,0
1,408,1/11/09,0,0
1,409,1/18/09,0,0
1,410,1/25/09,0,0
1,411,2/1/09,0,0
1,412,2/8/09,0,0
1,413,2/15/09,0,0
1,414,2/22/09,0,0
1,415,3/1/09,0,0
1,416,3/8/09,0,0
1,417,3/15/09,0,0
1,418,3/22/09,0,0
1,419,3/29/09,0,0
1,420,4/5/09,0,0
1,421,4/12/09,0,0
1,422,4/19/09,0,0
1,423,4/26/09,0,0
1,424,5/3/09,0,0
1,425,5/10/09,0,0
1,426,5/17/09,0,0
1,427,5/24/09,0,0
1,428,5/31/09,0,0
1,429,6/7/09,0,0
1,430,6/14/09,0,0
1,431,6/21/09,0,0
1,432,6/28/09,0,0
1,433,7/5/09,0,0
1,434,7/12/09,0,0
1,435,7/19/09,0,0
1,436,7/26/09,0,0
1,437,8/2/09,0,0
1,438,8/9/09,0,0
1,439,8/16/09,0,0
1,440,8/23/09,0,0
1,441,8/30/09,0,0
1,442,9/6/09,0,0
1,443,9/13/09,0,0
1,444,9/20/09,0,0
1,445,9/27/09,0,0
1,446,10/4/09,0,0
1,447,10/11/09,0,0
1,448,10/18/09,0,0
1,449,10/25/09,0,0
1,450,11/1/09,0,0
1,451,11/8/09,0,0
1,452,11/15/09,0,0
1,453,11/22/09,0,0
1,454,11/29/09,0,0
1,455,12/6/09,0,0
1,456,12/13/09,0,0
1,457,12/20/09,0,0
1,458,12/27/09,0,0
1,459,1/3/10,0,0
1,460,1/10/10,0,0
1,461,1/17/10,0,0
1,462,1/24/10,0,0
1,463,1/31/10,0,0
1,464,2/7/10,0,0
1,465,2/14/10,0,0
1,466,2/21/10,0,0
1,467,2/28/10,0,0
1,468,3/7/10,0,0
1,469,3/14/10,0,0
1,470,3/21/10,0,0
1,471,3/28/10,0,0
1,472,4/4/10,0,0
1,473,4/11/10,0,0
1,474,4/18/10,0,0
1,475,4/25/10,0,0
1,476,5/2/10,0,0
1,477,5/9/10,1,0
1,478,5/16/10,0,0
1,479,5/23/10,0,0
1,480,5/30/10,0,0
1,481,6/6/10,0,0
1,482,6/13/10,0,0
1,483,6/20/10,0,0
1,484,6/27/10,0,0
1,485,7/4/10,0,0
1,486,7/11/10,0,0
1,487,7/18/10,0,0
1,488,7/25/10,0,0
1,489,8/1/10,0,0
1,490,8/8/10,0,0
1,491,8/15/10,0,0
1,492,8/22/10,0,0
1,493,8/29/10,0,0
1,494,9/5/10,0,0
1,495,9/12/10,0,0
1,496,9/19/10,0,0
1,497,9/26/10,0,0
1,498,10/3/10,0,0
1,499,10/10/10,0,0
1,500,10/17/10,0,0
1,501,10/24/10,0,0
1,502,10/31/10,0,0
1,503,11/7/10,0,0
1,504,11/14/10,0,0
1,505,11/21/10,0,0
1,506,11/28/10,0,0
1,507,12/5/10,0,0
1,508,12/12/10,0,0
1,509,12/19/10,0,0
1,510,12/26/10,0,0
1,511,1/2/11,0,0
1,512,1/9/11,0,0
1,513,1/16/11,0,0
1,514,1/23/11,0,0
1,515,1/30/11,0,0
1,516,2/6/11,0,0
1,517,2/13/11,0,0
1,518,2/20/11,0,0
1,519,2/27/11,0,0
1,520,3/6/11,0,0
1,521,3/13/11,0,0
1,522,3/20/11,0,0
1,523,3/27/11,0,0
1,524,4/3/11,0,0
1,525,4/10/11,0,0
1,526,4/17/11,0,0
1,527,4/24/11,0,0
1,528,5/1/11,0,0
1,529,5/8/11,0,0
1,530,5/15/11,0,0
1,531,5/22/11,0,0
1,532,5/29/11,0,0
1,533,6/5/11,0,0
1,534,6/12/11,0,0
1,535,6/19/11,0,0
1,536,6/26/11,0,0
1,537,7/3/11,0,0
1,538,7/10/11,0,0
1,539,7/17/11,0,0
1,540,7/24/11,0,0
1,541,7/31/11,0,0
1,542,8/7/11,0,0
1,543,8/14/11,0,0
1,544,8/21/11,0,0
1,545,8/28/11,0,0
1,546,9/4/11,0,0
1,547,9/11/11,0,0
1,548,9/18/11,0,0
1,549,9/25/11,0,0
1,550,10/2/11,0,0
1,551,10/9/11,0,0
1,552,10/16/11,0,0
1,553,10/23/11,0,0
1,554,10/30/11,0,0
1,555,11/6/11,0,0
1,556,11/13/11,0,0
1,557,11/20/11,0,0
1,558,11/27/11,0,0
1,559,12/4/11,0,0
1,560,12/11/11,0,0
1,561,12/18/11,0,0
1,562,12/25/11,0,0
1,563,1/1/12,0,0
1,564,1/8/12,0,0
1,565,1/15/12,0,0
1,566,1/22/12,0,0
1,567,1/29/12,0,0
1,568,2/5/12,0,0
1,569,2/12/12,0,0
1,570,2/19/12,0,0
1,571,2/26/12,0,0
1,572,3/4/12,0,0
1,573,3/11/12,0,0
1,574,3/18/12,0,0
1,575,3/25/12,0,0
1,576,4/1/12,0,0
1,577,4/8/12,0,0
1,578,4/15/12,0,0
1,579,4/22/12,0,0
1,580,4/29/12,0,0
1,581,5/6/12,0,0
1,582,5/13/12,0,0
1,583,5/20/12,0,0
1,584,5/27/12,0,0
1,585,6/3/12,0,0
1,586,6/10/12,0,0
1,587,6/17/12,0,0
1,588,6/24/12,0,0
1,589,7/1/12,0,0
1,590,7/8/12,0,0
1,591,7/15/12,0,0
1,592,7/22/12,0,0
1,593,7/29/12,0,0
1,594,8/5/12,0,0
1,595,8/12/12,0,0
1,596,8/19/12,0,0
1,597,8/26/12,0,0
1,598,9/2/12,0,0
1,599,9/9/12,0,0
1,600,9/16/12,0,0
1,601,9/23/12,0,0
1,602,9/30/12,0,0
1,603,10/7/12,0,0
1,604,10/14/12,0,0
1,605,10/21/12,0,0
1,606,10/28/12,0,0
1,607,11/4/12,0,0
1,608,11/11/12,0,0
1,609,11/18/12,0,0
1,610,11/25/12,0,0
1,611,12/2/12,0,0
1,612,12/9/12,0,0
1,613,12/16/12,0,0
1,614,12/23/12,0,0
1,615,12/30/12,0,0
1,616,1/6/13,0,0
1,617,1/13/13,0,0
1,618,1/20/13,0,0
1,619,1/27/13,0,0
1,620,2/3/13,0,0
1,621,2/10/13,0,0
1,622,2/17/13,0,0
1,623,2/24/13,0,0
1,624,3/3/13,0,0
1,625,3/10/13,0,0
1,626,3/17/13,0,0
1,627,3/24/13,0,0
1,628,3/31/13,0,0
1,629,4/7/13,0,0
1,630,4/14/13,0,0
1,631,4/21/13,0,0
1,632,4/28/13,0,0
1,633,5/5/13,0,0
1,634,5/12/13,0,0
1,635,5/19/13,0,0
1,636,5/26/13,0,0
1,637,6/2/13,0,0
1,638,6/9/13,0,0
1,639,6/16/13,0,0
1,640,6/23/13,0,0
1,641,6/30/13,0,0
1,642,7/7/13,0,0
1,643,7/14/13,0,0
1,644,7/21/13,0,0
1,645,7/28/13,0,0
1,646,8/4/13,0,0
1,647,8/11/13,0,0
1,648,8/18/13,0,0
1,649,8/25/13,0,0
1,650,9/1/13,0,0
1,651,9/8/13,0,0
1,652,9/15/13,0,0
1,653,9/22/13,0,0
1,654,9/29/13,0,0
1,655,10/6/13,0,0
1,656,10/13/13,0,0
1,657,10/20/13,0,0
1,658,10/27/13,0,0
1,659,11/3/13,0,0
1,660,11/10/13,0,0
1,661,11/17/13,0,0
1,662,11/24/13,0,0
1,663,12/1/13,0,0
1,664,12/8/13,0,0
1,665,12/15/13,0,0
1,666,12/22/13,0,0
1,667,12/29/13,0,0
1,668,1/5/14,0,0
1,669,1/12/14,0,0
1,670,1/19/14,0,0
1,671,1/26/14,0,0
1,672,2/2/14,0,0
1,673,2/9/14,0,0
1,674,2/16/14,0,0
1,675,2/23/14,0,0
1,676,3/2/14,0,0
1,677,3/9/14,0,0
1,678,3/16/14,0,0
1,679,3/23/14,0,0
1,680,3/30/14,0,0
1,681,4/6/14,0,0
1,682,4/13/14,0,0
1,683,4/20/14,0,0
1,684,4/27/14,0,0
1,685,5/4/14,0,0
1,686,5/11/14,0,0
1,687,5/18/14,0,0
1,688,5/25/14,0,0
1,689,6/1/14,0,0
1,690,6/8/14,0,0
1,691,6/15/14,0,0
1,692,6/22/14,0,0
1,693,6/29/14,0,0
1,694,7/6/14,0,0
1,695,7/13/14,0,0
1,696,7/20/14,0,0
1,697,7/27/14,0,0
1,698,8/3/14,0,0
1,699,8/10/14,0,0
1,700,8/17/14,0,0
1,701,8/24/14,0,0
1,702,8/31/14,0,0
1,703,9/7/14,0,0
1,704,9/14/14,0,0
1,705,9/21/14,0,0
1,706,9/28/14,0,0
1,707,10/5/14,0,0
1,708,10/12/14,0,0
1,709,10/19/14,0,0
1,710,10/26/14,0,0
1,711,11/2/14,0,0
1,712,11/9/14,0,0
1,713,11/16/14,0,0
1,714,11/23/14,0,0
1,715,11/30/14,0,0
1,716,12/7/14,0,0
1,717,12/14/14,0,0
1,718,12/21/14,0,0
1,719,12/28/14,0,0
1,720,1/4/15,0,0
1,721,1/11/15,0,0
1,722,1/18/15,0,0
1,723,1/25/15,0,0
1,724,2/1/15,0,0
1,725,2/8/15,0,0
1,726,2/15/15,0,0
1,727,2/22/15,0,0
1,728,3/1/15,0,0
1,729,3/8/15,0,0
1,730,3/15/15,0,0
1,731,3/22/15,0,0
1,732,3/29/15,0,0
1,733,4/5/15,0,0
1,734,4/12/15,0,0
1,735,4/19/15,0,0
1,736,4/26/15,0,0
1,737,5/3/15,0,0
1,738,5/10/15,0,0
1,739,5/17/15,0,0
1,740,5/24/15,0,0
1,741,5/31/15,0,0
1,742,6/7/15,0,0
1,743,6/14/15,0,0
1,744,6/21/15,0,0
1,745,6/28/15,0,0
1,746,7/5/15,0,0
1,747,7/12/15,0,0
1,748,7/19/15,0,0
1,749,7/26/15,0,0
1,750,8/2/15,0,0
1,751,8/9/15,0,0
1,752,8/16/15,0,0
1,753,8/23/15,0,0
1,754,8/30/15,0,0
1,755,9/6/15,0,0
1,756,9/13/15,0,0
1,757,9/20/15,0,0
1,758,9/27/15,0,0
1,759,10/4/15,0,0
1,760,10/11/15,0,0
1,761,10/18/15,0,0
1,762,10/25/15,0,0
1,763,11/1/15,0,0
1,764,11/8/15,0,0
1,765,11/15/15,0,0
1,766,11/22/15,0,0
1,767,11/29/15,0,0
1,768,12/6/15,0,0
1,769,12/13/15,2,0
1,770,12/20/15,0,0
1,771,12/27/15,0,0
1,772,1/3/16,0,0
1,773,1/10/16,0,0
1,774,1/17/16,0,0
1,775,1/24/16,0,0
1,776,1/31/16,0,0
1,777,2/7/16,0,0
1,778,2/14/16,0,0
1,779,2/21/16,0,0
1,780,2/28/16,0,0
1,781,3/6/16,0,0
1,782,3/13/16,0,0
1,783,3/20/16,0,0
1,784,3/27/16,0,0
1,785,4/3/16,0,0
1,786,4/10/16,0,0
1,787,4/17/16,0,0
1,788,4/24/16,0,0
1,789,5/1/16,0,0
1,790,5/8/16,0,0
1,791,5/15/16,0,0
1,792,5/22/16,0,0
1,793,5/29/16,0,0
1,794,6/5/16,0,0
1,795,6/12/16,0,0
1,796,6/19/16,0,0
1,797,6/26/16,0,0
1,798,7/3/16,0,0
1,799,7/10/16,0,0
1,800,7/17/16,0,0
1,801,7/24/16,0,0
1,802,7/31/16,0,0
1,803,8/7/16,0,0
1,804,8/14/16,0,0
1,805,8/21/16,0,0
1,806,8/28/16,0,0
1,807,9/4/16,0,0
1,808,9/11/16,0,0
1,809,9/18/16,0,0
1,810,9/25/16,0,1
1,811,10/2/16,2,1
2,0,3/18/01,0,0
2,1,3/25/01,0,0
2,2,4/1/01,0,0
2,3,4/8/01,0,0
2,4,4/15/01,0,0
2,5,4/22/01,0,0
2,6,4/29/01,0,0
2,7,5/6/01,0,0
2,8,5/13/01,0,0
2,9,5/20/01,0,0
2,10,5/27/01,0,0
2,11,6/3/01,0,0
2,12,6/10/01,0,0
2,13,6/17/01,0,0
2,14,6/24/01,0,0
2,15,7/1/01,0,0
2,16,7/8/01,0,0
2,17,7/15/01,0,0
2,18,7/22/01,0,0
2,19,7/29/01,0,0
2,20,8/5/01,0,0
2,21,8/12/01,0,0
2,22,8/19/01,0,0
2,23,8/26/01,0,0
2,24,9/2/01,0,0
2,25,9/9/01,0,0
2,26,9/16/01,0,0
2,27,9/23/01,0,0
2,28,9/30/01,0,0
2,29,10/7/01,0,0
2,30,10/14/01,0,0
2,31,10/21/01,0,0
2,32,10/28/01,0,0
2,33,11/4/01,0,0
2,34,11/11/01,0,0
2,35,11/18/01,0,0
2,36,11/25/01,0,0
2,37,12/2/01,0,0
2,38,12/9/01,0,0
2,39,12/16/01,0,0
2,40,12/23/01,0,0
2,41,12/30/01,0,0
2,42,1/6/02,0,0
2,43,1/13/02,0,0
2,44,1/20/02,0,0
2,45,1/27/02,0,0
2,46,2/3/02,0,0
2,47,2/10/02,0,0
2,48,2/17/02,0,0
2,49,2/24/02,0,0
2,50,3/3/02,0,0
2,51,3/10/02,0,0
2,52,3/17/02,0,0
2,53,3/24/02,0,0
2,54,3/31/02,0,0
2,55,4/7/02,0,0
2,56,4/14/02,0,0
2,57,4/21/02,0,0
2,58,4/28/02,0,0
2,59,5/5/02,0,0
2,60,5/12/02,0,0
2,61,5/19/02,0,0
2,62,5/26/02,0,0
2,63,6/2/02,0,0
2,64,6/9/02,0,0
2,65,6/16/02,0,0
2,66,6/23/02,0,0
2,67,6/30/02,0,0
2,68,7/7/02,0,0
2,69,7/14/02,0,0
2,70,7/21/02,0,0
2,71,7/28/02,0,0
2,72,8/4/02,0,0
2,73,8/11/02,0,0
2,74,8/18/02,0,0
2,75,8/25/02,0,0
2,76,9/1/02,0,0
2,77,9/8/02,0,0
2,78,9/15/02,0,0
2,79,9/22/02,0,0
2,80,9/29/02,0,0
2,81,10/6/02,0,0
2,82,10/13/02,0,0
2,83,10/20/02,0,0
2,84,10/27/02,0,0
2,85,11/3/02,0,0
2,86,11/10/02,0,0
2,87,11/17/02,0,0
2,88,11/24/02,0,0
2,89,12/1/02,0,0
2,90,12/8/02,0,0
2,91,12/15/02,0,0
2,92,12/22/02,0,0
2,93,12/29/02,0,0
2,94,1/5/03,0,0
2,95,1/12/03,0,0
2,96,1/19/03,0,0
2,97,1/26/03,0,0
2,98,2/2/03,0,0
2,99,2/9/03,0,0
2,100,2/16/03,0,0
2,101,2/23/03,0,0
2,102,3/2/03,0,0
2,103,3/9/03,0,0
2,104,3/16/03,0,0
2,105,3/23/03,0,0
2,106,3/30/03,0,0
2,107,4/6/03,0,0
2,108,4/13/03,0,0
2,109,4/20/03,0,0
2,110,4/27/03,0,0
2,111,5/4/03,0,0
2,112,5/11/03,0,0
2,113,5/18/03,0,0
2,114,5/25/03,0,0
2,115,6/1/03,0,0
2,116,6/8/03,0,0
2,117,6/15/03,0,0
2,118,6/22/03,0,0
2,119,6/29/03,0,0
2,120,7/6/03,0,0
2,121,7/13/03,0,0
2,122,7/20/03,0,0
2,123,7/27/03,0,0
2,124,8/3/03,0,0
2,125,8/10/03,0,0
2,126,8/17/03,0,0
2,127,8/24/03,0,0
2,128,8/31/03,0,0
2,129,9/7/03,0,0
2,130,9/14/03,0,0
2,131,9/21/03,0,0
2,132,9/28/03,0,0
2,133,10/5/03,0,0
2,134,10/12/03,0,0
2,135,10/19/03,0,0
2,136,10/26/03,0,0
2,137,11/2/03,0,0
2,138,11/9/03,0,0
2,139,11/16/03,0,0
2,140,11/23/03,0,0
2,141,11/30/03,0,0
2,142,12/7/03,0,0
2,143,12/14/03,0,0
2,144,12/21/03,0,0
2,145,12/28/03,0,0
2,146,1/4/04,0,0
2,147,1/11/04,0,0
2,148,1/18/04,0,0
2,149,1/25/04,0,0
2,150,2/1/04,0,0
2,151,2/8/04,0,0
2,152,2/15/04,0,0
2,153,2/22/04,0,0
2,154,2/29/04,0,0
2,155,3/7/04,0,0
2,156,3/14/04,0,0
2,157,3/21/04,0,0
2,158,3/28/04,0,0
2,159,4/4/04,0,0
2,160,4/11/04,0,0
2,161,4/18/04,0,0
2,162,4/25/04,0,0
2,163,5/2/04,0,0
2,164,5/9/04,0,0
2,165,5/16/04,0,0
2,166,5/23/04,0,0
2,167,5/30/04,0,0
2,168,6/6/04,0,0
2,169,6/13/04,0,0
2,170,6/20/04,0,0
2,171,6/27/04,0,0
2,172,7/4/04,0,0
2,173,7/11/04,0,0
2,174,7/18/04,0,0
2,175,7/25/04,0,0
2,176,8/1/04,0,0
2,177,8/8/04,0,0
2,178,8/15/04,0,0
2,179,8/22/04,0,0
2,180,8/29/04,0,0
2,181,9/5/04,0,0
2,182,9/12/04,0,0
2,183,9/19/04,0,0
2,184,9/26/04,0,0
2,185,10/3/04,0,0
2,186,10/10/04,0,0
2,187,10/17/04,0,0
2,188,10/24/04,0,0
2,189,10/31/04,0,0
2,190,11/7/04,0,0
2,191,11/14/04,0,0
2,192,11/21/04,0,0
2,193,11/28/04,0,0
2,194,12/5/04,0,0
2,195,12/12/04,0,0
